Unnamed: 0,DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
246798,100509940,2010-04-25,2010-04-25,1630,5,Harbor,529,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,70.0,M,W,705.0,SLIPS/DOCK/MARINA/BOAT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,,,,CAL YACHT,MARINA SLIP D17,"(33.7753, -118.2456)"
1179557,151917155,2015-08-27,2015-08-27,430,19,Mission,1917,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,54.0,F,W,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,14000    ASTORIA                      ST,,"(34.312, -118.4383)"
1527668,172008833,2017-04-04,2017-04-03,1000,20,Olympic,2021,310,BURGLARY,0344,55.0,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,500    LORRAINE                     BL,,"(34.0653, -118.32)"
94687,101117037,2010-08-03,2010-08-02,2120,11,Northeast,1107,624,BATTERY - SIMPLE ASSAULT,0400,22.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1400    HEPNER                       AV,,"(34.1318, -118.1957)"
1376548,161711262,2016-06-02,2016-06-02,1240,17,Devonshire,1764,210,ROBBERY,0325 0945 1501 0334,,X,X,404.0,DEPARTMENT STORE,513.0,STUN GUN,IC,Invest Cont,210.0,,,,9300    TAMPA                        AV,,"(34.244, -118.5583)"
419135,111209609,2011-03-23,2011-03-22,1600,12,77th Street,1249,330,BURGLARY FROM VEHICLE,0344 1607 1822,51.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,DENVER,65TH                         ST,"(33.9806, -118.2838)"
517013,120113534,2012-06-08,2012-06-08,605,1,Central,127,755,BOMB SCARE,0404,,M,O,725.0,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",511.0,VERBAL THREAT,IC,Invest Cont,755.0,,,,100 N  LOS ANGELES                  ST,,"(34.0515, -118.2424)"
1292347,160912738,2016-06-21,2016-06-21,1700,9,Van Nuys,915,624,BATTERY - SIMPLE ASSAULT,0416,36.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,6800    VAN NUYS                     BL,,"(34.1939, -118.4487)"
96767,101121633,2010-10-21,2010-10-21,1200,11,Northeast,1141,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,22.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1800 N  ALEXANDRIA                   AV,,"(34.1036, -118.2984)"
1541119,170211374,2017-05-30,2017-05-29,1200,2,Rampart,279,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 2004 1258 0432 0444 0411 0400 0344 0334,29.0,M,B,101.0,STREET,215.0,MACHETE,IC,Invest Cont,236.0,,,,JAMES M WOOD                 BL,SUNBURY,"(34.0484, -118.2676)"
1049849,150617567,2015-08-01,2015-07-04,1330,6,Hollywood,647,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,29.0,M,W,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,6200    HOLLYWOOD                    BL,,"(34.1017, -118.3245)"
277251,100904502,2010-01-10,2010-01-10,1855,9,Van Nuys,914,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,0338 0360 0416 0418 0518 0514 0528 1259 1409 1501,14.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,IC,Invest Cont,812.0,,,,6900    VAN NUYS                     BL,,"(34.1961, -118.4487)"
16056,130223700,2013-12-16,2013-12-15,2330,2,Rampart,266,330,BURGLARY FROM VEHICLE,0321 1609 1307 0358 0344,26.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,1600 W  7TH                          ST,,"(34.0539, -118.2712)"
626040,121227023,2012-12-03,2012-12-02,2200,12,77th Street,1218,510,VEHICLE - STOLEN,,11.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700 W  56TH                         ST,,"(33.9915, -118.2856)"
1553537,152011060,2015-05-27,2015-05-27,1700,20,Olympic,2069,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,,M,O,726.0,POLICE FACILITY,,,IC,Invest Cont,745.0,,,,1100 S  VERMONT                      AV,,"(34.0509, -118.2916)"
369828,110619943,2011-08-09,2011-08-09,1825,6,Hollywood,676,440,THEFT PLAIN - PETTY ($950 & UNDER),0101 0325,,M,W,402.0,MARKET,,,IC,Invest Cont,440.0,,,,700    VINE                         ST,,"(34.0835, -118.3266)"
539725,120321920,2012-09-29,2012-09-20,1100,3,Southwest,395,354,THEFT OF IDENTITY,1822 0935,47.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1700 W  43RD                         ST,,"(34.0055, -118.3089)"
349968,110406184,2011-02-21,2011-02-20,2000,4,Hollenbeck,468,330,BURGLARY FROM VEHICLE,0344 1202 1307 1302,61.0,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,300 S  FRESNO                       ST,,"(34.0365, -118.2002)"
99392,101205504,2010-01-22,2010-01-21,1800,12,77th Street,1215,510,VEHICLE - STOLEN,,,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200 W  58TH                         ST,,"(33.9899, -118.2958)"
1437113,170208520,2017-04-01,2017-03-31,1900,2,Rampart,219,330,BURGLARY FROM VEHICLE,0344 1609 0352,30.0,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,900 E  EDGEWARE                     RD,,"(34.0698, -118.2528)"
961868,141908357,2014-03-19,2014-03-17,5,19,Mission,1964,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,33.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,9200    VAN NUYS                     BL,,"(34.2373, -118.4502)"
921157,141425785,2014-10-08,2014-10-08,1820,14,Pacific,1488,649,DOCUMENT FORGERY / STOLEN FELONY,0926 1402,,M,W,503.0,HOTEL,,,AA,Adult Arrest,649.0,998.0,,,9600    AIRPORT                      BL,,"(33.9489, -118.386)"
1286142,160818334,2016-11-08,2016-11-07,1,8,West LA,813,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 0352,56.0,M,O,101.0,STREET,,,IC,Invest Cont,420.0,,,,1000    KENFIELD                     AV,,"(34.0768, -118.4834)"
1478499,171106067,2017-02-14,2017-02-04,1600,11,Northeast,1126,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,60.0,M,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,440.0,,,,1800 N  AVENUE 51,,"(34.1253, -118.2036)"
893296,141209708,2014-04-04,2014-04-04,1515,12,77th Street,1232,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0104,26.0,M,H,401.0,MINI-MART,,,IC,Invest Cont,442.0,,,,3200 W  SLAUSON                      AV,,"(33.9891, -118.3285)"
1356687,161509757,2016-04-14,2016-04-13,100,15,N Hollywood,1505,310,BURGLARY,1602 0397 0344,43.0,M,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,11400    SHERMAN                      WY,,"(34.2012, -118.379)"
1551686,171612403,2017-07-27,2017-07-25,1800,16,Foothill,1606,510,VEHICLE - STOLEN,,16.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,FOOTHILL                     BL,OSBORNE                      ST,"(34.2754, -118.3783)"
22243,130315118,2013-06-13,2013-06-13,1025,3,Southwest,392,310,BURGLARY,0344 1602 1607 0321,46.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,4700 S  VAN NESS                     AV,,"(34.001, -118.3171)"
1130317,151422803,2015-08-25,2015-08-25,1630,14,Pacific,1494,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37.0,M,B,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,440.0,,,,400    WORLD                        WY,,"(33.9433, -118.4072)"
248565,100514186,2010-07-13,2010-07-13,2215,5,Harbor,532,210,ROBBERY,0202 0344 0416 0417 0906,17.0,M,A,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,L,RONAN,"(33.7866, -118.2722)"
819992,140319467,2014-09-12,2014-09-11,1000,3,Southwest,314,510,VEHICLE - STOLEN,,13.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3800 W  27TH                         ST,,"(34.0312, -118.3262)"
1406301,162008081,2016-03-23,2016-03-23,1100,20,Olympic,2041,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1821 0444 0400,39.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,4000    COUNTRY CLUB                 DR,,"(34.0543, -118.3193)"
441599,111412257,2011-04-09,2011-04-08,300,14,Pacific,1472,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,37.0,M,W,710.0,OTHER PREMISE,,,IC,Invest Cont,745.0,,,,6900    PACIFIC                      AV,,"(33.9577, -118.4497)"
23613,130317405,2013-07-30,2013-07-29,2100,3,Southwest,362,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,22.0,M,B,101.0,STREET,,,IC,Invest Cont,740.0,,,,3900    HILLCREST                    DR,,"(34.0163, -118.3441)"
1297588,161000875,2016-08-11,2016-08-11,2035,10,West Valley,1094,320,"BURGLARY, ATTEMPTED",1609 1420 1822 0216,38.0,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,18200    VALLEY VISTA                 BL,,"(34.1589, -118.5289)"
592310,120918788,2012-10-04,2012-10-04,2115,9,Van Nuys,914,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334,20.0,M,H,108.0,PARKING LOT,204.0,FOLDING KNIFE,AA,Adult Arrest,230.0,,,,15200    VANOWEN                      ST,,"(34.1939, -118.4639)"
968086,141922146,2014-11-12,2014-11-12,445,19,Mission,1958,510,VEHICLE - STOLEN,,13.0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,14300    PINNEY                       ST,,"(34.2513, -118.4451)"
1140798,151516418,2015-08-12,2015-08-10,2300,15,N Hollywood,1559,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,80.0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,4900    BILOXI                       AV,,"(34.1595, -118.3583)"
581739,120812936,2012-08-03,2012-08-03,1015,8,West LA,859,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,53.0,M,B,403.0,DRUG STORE,,,IC,Invest Cont,420.0,,,,1400 S  LA CIENEGA                   BL,,"(34.0534, -118.3762)"
267952,100717936,2010-11-15,2010-11-15,1530,7,Wilshire,782,624,BATTERY - SIMPLE ASSAULT,0400 0416,46.0,M,O,217.0,AUTO REPAIR SHOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5700    VENICE                       BL,,"(34.0429, -118.3641)"
1032033,150412415,2015-07-22,2015-07-22,1045,4,Hollenbeck,409,903,CONTEMPT OF COURT,0602 0561,58.0,M,H,501.0,SINGLE FAMILY DWELLING,515.0,PHYSICAL PRESENCE,AA,Adult Arrest,903.0,,,,5200    HUNTINGTON DR,,"(34.0893, -118.1707)"
589104,120912244,2012-05-31,2012-05-10,1600,9,Van Nuys,932,310,BURGLARY,0314 0344,63.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,,,,15000    VICTORY                      BL,,"(34.1867, -118.4597)"
858315,140808939,2014-05-14,2014-04-18,900,8,West LA,828,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,54.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,10700    WILSHIRE                     BL,,"(34.0609, -118.4358)"
877634,141013636,2014-08-13,2014-08-08,2300,10,West Valley,1065,330,BURGLARY FROM VEHICLE,1302 1609 1307 0344 0385,40.0,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,KILLION                      ST,ZELZAH                       AV,"(34.1709, -118.522)"
31618,130410072,2013-06-05,2013-06-05,1000,4,Hollenbeck,416,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,14.0,F,H,721.0,HIGH SCHOOL,,,IC,Invest Cont,440.0,,,,3500 N  BROADWAY,,"(34.0738, -118.2039)"
1152117,151616642,2015-12-01,2015-11-30,1400,16,Foothill,1659,354,THEFT OF IDENTITY,1822,31.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6500    TOKAY                        RD,,"(34.2535, -118.2734)"
798097,140114240,2014-06-10,2014-06-10,2045,1,Central,157,210,ROBBERY,0344,52.0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,6TH                          ST,SAN PEDRO,"(34.0417, -118.2443)"
1320149,161210584,2016-04-02,2016-04-01,1030,12,77th Street,1203,310,BURGLARY,0321 0344 1601,40.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,1800 W  49TH                         ST,,"(33.999, -118.3113)"
475312,111720387,2011-11-17,2011-11-17,1100,17,Devonshire,1754,320,"BURGLARY, ATTEMPTED",0314 1609,29.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,18500    DEVONSHIRE                   ST,,"(34.2573, -118.5361)"
855116,140717943,2014-12-27,2014-12-26,1730,7,Wilshire,782,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1300 0329,54.0,M,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,2000 S  LA CIENEGA                   BL,,"(34.0404, -118.377)"
372092,110626763,2011-11-10,2011-11-06,130,6,Hollywood,646,351,PURSE SNATCHING,0346 0344,24.0,F,W,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,351.0,,,,IVAR,HOLLYWOOD                    BL,"(34.1016, -118.3282)"
365457,110606546,2011-02-03,2011-02-02,2200,6,Hollywood,678,330,BURGLARY FROM VEHICLE,0344 0346,31.0,M,W,707.0,GARAGE/CARPORT,,,AA,Adult Arrest,330.0,,,,900 N  SERRANO                      AV,,"(34.0863, -118.3064)"
1047063,150610266,2015-04-07,2015-04-05,300,6,Hollywood,647,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400,24.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1600 N  EL CENTRO                    AV,,"(34.0998, -118.3237)"
1046239,150610999,2015-04-18,2015-04-16,900,6,Hollywood,666,480,BIKE - STOLEN,0344,22.0,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,480.0,,,,6400 W  SUNSET                       BL,,"(34.098, -118.3287)"
1083665,151008107,2015-04-11,2015-04-11,1315,10,West Valley,1078,330,BURGLARY FROM VEHICLE,0344 1307 1609,41.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,5100    HAYVENHURST                  AV,,"(34.1633, -118.4924)"
396245,110918970,2011-09-29,2011-09-29,100,9,Van Nuys,998,330,BURGLARY FROM VEHICLE,0344 1300,23.0,F,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,4200    MARY ELLEN                   AV,,"(34.1461, -118.4198)"
961258,141907006,2014-02-23,2014-02-17,1400,19,Mission,1981,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,58.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,8700    ORION                        AV,,"(34.2283, -118.472)"
1571009,171716120,2017-08-20,2017-08-20,1440,17,Devonshire,1752,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,53.0,F,W,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,745.0,,,,20700    LEMARSH                      ST,,"(34.2554, -118.5842)"
834956,140511609,2014-07-02,2014-06-25,715,5,Harbor,528,850,INDECENT EXPOSURE,0529 0528 1822,32.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,850.0,,,,1200 E  M                            ST,,"(33.7893, -118.249)"
376777,110710526,2011-06-07,2011-05-30,1022,7,Wilshire,721,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,27.0,M,H,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,300 S  LA CIENEGA                   BL,,"(34.0734, -118.3765)"
1527433,172008387,2017-03-27,2017-03-27,550,20,Olympic,2024,648,ARSON,1501,54.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",506.0,FIRE,IC,Invest Cont,648.0,,,,500 S  NORMANDIE                    AV,,"(34.0636, -118.3047)"
1153844,151706012,2015-02-13,2015-02-06,1350,17,Devonshire,1788,660,COUNTERFEIT,0344 1501,,F,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,660.0,,,,8900    BALBOA                       BL,,"(34.2322, -118.5113)"
249990,100517328,2010-09-20,2010-09-19,1000,5,Harbor,561,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0344,,M,X,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,900 S  WESTERN                      AV,,"(33.728, -118.3117)"
818014,140315819,2014-07-17,2014-07-13,1200,3,Southwest,354,310,BURGLARY,1612 0344 1202,63.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,3600    5TH                          AV,,"(34.0229, -118.3224)"
1192815,152101032,2015-12-06,2015-12-05,300,21,Topanga,2139,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1243 0408 0416 0913,18.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301.0,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,236.0,,,,7300    CORBIN                       AV,,"(34.2047, -118.5688)"
133539,101504984,2010-01-18,2010-01-17,1830,15,N Hollywood,1539,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,24.0,F,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,5600    CLEON                        AV,,"(34.1722, -118.3681)"
1533263,172110159,2017-05-02,2017-02-02,1200,21,Topanga,2132,354,THEFT OF IDENTITY,1822,25.0,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,24200    HILLHURST                    DR,,"(34.2034, -118.6511)"
1299770,161008060,2016-04-07,2016-04-07,120,10,West Valley,1079,310,BURGLARY,0342 1420 0206 0344 1414 1607 0321 0216,44.0,M,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,15600    VENTURA                      BL,,"(34.1599, -118.4766)"
554516,120512395,2012-06-13,2012-06-13,1100,5,Harbor,563,310,BURGLARY,0344 0352,47.0,F,W,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,310.0,,,,1000 W  18TH                         ST,,"(33.7279, -118.299)"
1457056,170609611,2017-04-05,2017-04-04,2000,6,Hollywood,644,330,BURGLARY FROM VEHICLE,0321 0344,27.0,F,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,1400 N  MARTEL                       AV,,"(34.0962, -118.3506)"
903883,141300753,2014-09-06,2014-09-06,1745,13,Newton,1324,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913 1813 2000 1309,44.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,NAOMI                        AV,20TH                         ST,"(34.0218, -118.2491)"
683550,121820382,2012-11-15,2012-11-11,400,18,Southeast,1846,624,BATTERY - SIMPLE ASSAULT,0416 2000,24.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,11400    ZAMORA                       AV,,"(33.931, -118.251)"
1443779,170312852,2017-05-12,2017-05-10,2255,3,Southwest,395,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1606 0321 0344 0327 0342 1822 0216 0354,44.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,420.0,,,,1700 W  MARTIN LUTHER KING JR        BL,,"(34.0109, -118.3089)"
90877,101108251,2010-03-15,2010-03-14,2115,11,Northeast,1118,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,58.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,440.0,,,,AVENUE 57,FIGUEROA                     ST,"(34.1096, -118.1928)"
1029701,150407593,2015-03-22,2015-03-22,240,4,Hollenbeck,449,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0554 0400 0416 0429 0417 0447,51.0,M,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230.0,,,,2600    GANAHL                       ST,,"(34.0526, -118.199)"
1060158,150715442,2015-10-02,2015-10-01,1830,7,Wilshire,738,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,25.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,JA,Juv Arrest,420.0,,,,600 S  CITRUS                       AV,,"(34.065, -118.3397)"
1371432,161615837,2016-11-01,2016-10-12,700,16,Foothill,1656,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0352,52.0,F,F,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,10300    SCOVILLE                     AV,,"(34.2561, -118.314)"
559007,120520905,2012-12-26,2012-12-26,700,5,Harbor,514,330,BURGLARY FROM VEHICLE,1300 0329 0344,34.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,PACIFIC COAST                HY,FIGUEROA,"(33.7905, -118.2811)"
469191,111707778,2011-03-14,2011-03-14,945,17,Devonshire,1728,310,BURGLARY,0344 1602,42.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,18200    TRIBUNE                      ST,,"(34.2673, -118.5289)"
869443,140915086,2014-08-23,2014-08-23,150,9,Van Nuys,935,624,BATTERY - SIMPLE ASSAULT,0416 1501,32.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,14300    FRIAR                        ST,,"(34.1857, -118.4444)"
864256,140904784,2014-01-16,2014-01-16,1230,9,Van Nuys,969,624,BATTERY - SIMPLE ASSAULT,0919 0416,52.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,COLDWATER CA,CHANDLER,"(34.162, -118.4166)"
964834,141915040,2014-07-08,2014-07-08,1222,19,Mission,1983,946,OTHER MISCELLANEOUS CRIME,0416,,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,946.0,,,,8600    COLUMBUS                     AV,,"(34.2265, -118.4654)"
779979,132008937,2013-04-15,2013-04-15,1300,20,Olympic,2079,510,VEHICLE - STOLEN,,12.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,15TH                         ST,MAGNOLIA                     AV,"(34.0453, -118.2864)"
865717,140907785,2014-03-18,2014-03-18,30,9,Van Nuys,933,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,32.0,F,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,CEDROS                       AV,DELANO                       ST,"(34.1827, -118.4531)"
655505,121521539,2012-11-06,2012-11-05,100,15,N Hollywood,1527,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1609,21.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,11200    VICTORY                      BL,,"(34.1867, -118.3747)"
615187,121207902,2012-02-27,2012-02-25,1500,12,77th Street,1203,624,BATTERY - SIMPLE ASSAULT,0913 0400 0603 0448,39.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5100 S  GRAMERCY                     PL,,"(33.9969, -118.3138)"
1565913,171916321,2017-08-10,2017-08-10,1930,19,Mission,1918,210,ROBBERY,0447 0945 0416,45.0,M,H,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,13700    FOOTHILL                     BL,,"(34.3086, -118.4317)"
1150492,151613464,2015-09-14,2015-09-14,800,16,Foothill,1602,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,29.0,F,H,107.0,VACANT LOT,,,IC,Invest Cont,420.0,,,,12700    MERCER                       ST,,"(34.2783, -118.4098)"
645536,121429963,2012-12-11,2012-12-03,700,14,Pacific,1413,354,THEFT OF IDENTITY,1822,42.0,F,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,354.0,,,,700    HAMPTON                      DR,,"(33.9943, -118.4748)"
309792,101824869,2010-12-24,2010-12-24,945,18,Southeast,1827,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0443,21.0,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,9200    HICKORY                      ST,,"(33.9533, -118.2351)"
1514618,171713705,2017-07-03,2017-06-22,100,17,Devonshire,1785,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,56.0,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,9000    DARBY                        AV,,"(34.2338, -118.5339)"
202813,111404515,2011-01-09,2010-12-15,1300,14,Pacific,1455,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1608,24.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,12500    CULVER                       BL,,"(33.9893, -118.4222)"
